KEYS,zh-Hans
Items.ItemTooltip.GolfBallDyedBlue,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedBrown,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedCyan,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedGreen,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedLimeGreen,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedOrange,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedPink,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedPurple,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedRed,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedSkyBlue,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedTeal,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedViolet,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.GolfBallDyedYellow,{$CommonItemTooltip.GolfBall}
Items.ItemTooltip.Apricot,"{$CommonItemTooltip.MinorStats}
“你会喜欢的！”"
Items.ItemTooltip.Banana,"{$CommonItemTooltip.MinorStats}
“钾的优质来源！”"
Items.ItemTooltip.BlackCurrant,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.BloodOrange,"{$CommonItemTooltip.MinorStats}
“吸血鬼的素食之选”"
Items.ItemTooltip.Cherry,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Coconut,"{$CommonItemTooltip.MinorStats}
“你是说椰子会移动吗？”"
Items.ItemTooltip.Dragonfruit,{$CommonItemTooltip.MediumStats}
Items.ItemTooltip.Elderberry,"{$CommonItemTooltip.MinorStats}
“闻起来像你爸爸”"
Items.ItemTooltip.Grapefruit,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Lemon,"{$CommonItemTooltip.MinorStats}
“当生活给了你柠檬…”"
Items.ItemTooltip.Mango,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Peach,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Pineapple,"{$CommonItemTooltip.MinorStats}
“搭配披萨很好吃”"
Items.ItemTooltip.Plum,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Rambutan,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.Starfruit,{$CommonItemTooltip.MediumStats}
Items.ItemTooltip.CanOfWorms,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.FrozenCrate,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.FrozenCrateHard,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.OasisCrate,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.OasisCrateHard,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.OceanCrate,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.OceanCrateHard,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.LobsterTail,"{$CommonItemTooltip.MediumStats}
“加一点黄油就很美味了”"
Items.ItemTooltip.Oyster,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.ShuckedOyster,"{$CommonItemTooltip.MinorStats}
“噢，壳！”"
Items.ItemTooltip.GolfClubStoneIron,{$CommonItemTooltip.GolfIron}
Items.ItemTooltip.GolfClubRustyPutter,{$CommonItemTooltip.GolfPutter}
Items.ItemTooltip.GolfClubBronzeWedge,{$CommonItemTooltip.GolfWedge}
Items.ItemTooltip.GolfClubWoodDriver,{$CommonItemTooltip.GolfDriver}
Items.ItemTooltip.GolfClubMythrilIron,{$CommonItemTooltip.GolfIron}
Items.ItemTooltip.GolfClubLeadPutter,{$CommonItemTooltip.GolfPutter}
Items.ItemTooltip.GolfClubGoldWedge,{$CommonItemTooltip.GolfWedge}
Items.ItemTooltip.GolfClubPearlwoodDriver,{$CommonItemTooltip.GolfDriver}
Items.ItemTooltip.GolfClubTitaniumIron,{$CommonItemTooltip.GolfIron}
Items.ItemTooltip.GolfClubShroomitePutter,{$CommonItemTooltip.GolfPutter}
Items.ItemTooltip.GolfClubDiamondWedge,{$CommonItemTooltip.GolfWedge}
Items.ItemTooltip.GolfClubChlorophyteDriver,{$CommonItemTooltip.GolfDriver}
Items.ItemTooltip.TheBrideBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.TheBride}
Items.ItemTooltip.ZombieMermanBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.ZombieMerman}
Items.ItemTooltip.EyeballFlyingFishBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.EyeballFlyingFish}
Items.ItemTooltip.BloodSquidBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BloodSquid}
Items.ItemTooltip.BloodEelBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BloodEelHead}
Items.ItemTooltip.GoblinSharkBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.GoblinShark}
Items.ItemTooltip.BloodNautilusBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BloodNautilus}
Items.ItemTooltip.AppleJuice,"{$CommonItemTooltip.MinorStats}
“想喝苹果汁吗？”"
Items.ItemTooltip.GrapeJuice,"{$CommonItemTooltip.MajorStats}
“糖，水，紫色。”"
Items.ItemTooltip.Lemonade,"{$CommonItemTooltip.MinorStats}
“…制作柠檬水！”"
Items.ItemTooltip.BananaDaiquiri,"{$CommonItemTooltip.MinorStats}
“醇香的黄色美酒”"
Items.ItemTooltip.PeachSangria,"{$CommonItemTooltip.MinorStats}
“生活就像桃子果酒”"
Items.ItemTooltip.PinaColada,"{$CommonItemTooltip.MinorStats}
“如果你喜欢椰林飘香和淋雨”"
Items.ItemTooltip.TropicalSmoothie,"{$CommonItemTooltip.MinorStats}
“真丝滑”"
Items.ItemTooltip.BloodyMoscato,"{$CommonItemTooltip.MinorStats}
“不是真正的血…是不是？”"
Items.ItemTooltip.SmoothieofDarkness,"{$CommonItemTooltip.MinorStats}
“说到黑暗面，我们有奶昔”"
Items.ItemTooltip.PrismaticPunch,"{$CommonItemTooltip.MediumStats}
“观赏七彩色泽，品尝美味潘趣！”"
Items.ItemTooltip.FruitJuice,"{$CommonItemTooltip.MinorStats}
“含5%的纯果汁！”"
Items.ItemTooltip.FruitSalad,{$CommonItemTooltip.MinorStats}
Items.ItemTooltip.BurningSpirit,{$PaintingArtist.Zoomo}
Items.ItemTooltip.JawsOfDeath,{$PaintingArtist.Darthkitten}
Items.ItemTooltip.TheSandsOfSlime,{$PaintingArtist.Criddle}
Items.ItemTooltip.SnakesIHateSnakes,{$PaintingArtist.Xman101}
Items.ItemTooltip.LifeAboveTheSand,{$PaintingArtist.Zoomo}
Items.ItemTooltip.Oasis,{$PaintingArtist.Khaios}
Items.ItemTooltip.Uluru,{$PaintingArtist.darthmorf}
Items.ItemTooltip.VisitingThePyramids,{$PaintingArtist.Leinfors}
Items.ItemTooltip.BandageBoy,{$PaintingArtist.Darthkitten}
Items.ItemTooltip.DivineEye,{$PaintingArtist.Darthkitten}
Items.ItemTooltip.GolfPainting1,{$PaintingArtist.Crowno}
Items.ItemTooltip.GolfPainting2,{$PaintingArtist.Crowno}
Items.ItemTooltip.GolfPainting3,{$PaintingArtist.Crowno}
Items.ItemTooltip.DandelionBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Dandelion}
Items.ItemTooltip.GnomeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.Gnome}
Items.ItemTooltip.Nevermore,{$PaintingArtist.Crowno}
Items.ItemTooltip.Reborn,{$PaintingArtist.Crowno}
Items.ItemTooltip.Graveyard,{$PaintingArtist.Crowno}
Items.ItemTooltip.GhostManifestation,{$PaintingArtist.Crowno}
Items.ItemTooltip.WickedUndead,{$PaintingArtist.Crowno}
Items.ItemTooltip.BloodyGoblet,{$PaintingArtist.Crowno}
Items.ItemTooltip.StillLife,{$PaintingArtist.Crowno}
Items.ItemTooltip.GroxTheGreatWings,"{$CommonItemTooltip.DevItem}
{$CommonItemTooltip.FlightAndSlowfall}"
Items.ItemTooltip.GroxTheGreatHelm,{$CommonItemTooltip.DevItem}
Items.ItemTooltip.GroxTheGreatArmor,{$CommonItemTooltip.DevItem}
Items.ItemTooltip.GroxTheGreatGreaves,{$CommonItemTooltip.DevItem}
Items.ItemTooltip.KiteWyvern,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBlue,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBlueAndYellow,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteRed,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteRedAndYellow,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteYellow,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBoneSerpent,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteWorldFeeder,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBunny,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KitePigron,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteManEater,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteJellyfishBlue,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteJellyfishPink,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteShark,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteSandShark,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBunnyCorrupt,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteBunnyCrimson,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteGoldfish,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteAngryTrapper,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteKoi,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteCrawltipede,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteSpectrum,{$CommonItemTooltip.Kite}
Items.ItemTooltip.KiteWanderingEye,"{$CommonItemTooltip.Kite}
“这只不会走太远”"
Items.ItemTooltip.KiteUnicorn,{$CommonItemTooltip.Kite}
Items.ItemTooltip.FairyQueenBossBag,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.LavaCrate,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.LavaCrateHard,{$CommonItemTooltip.RightClickToOpen}
Items.ItemTooltip.HotlineFishingHook,{$CommonItemTooltip.LavaFishing}
Items.ItemTooltip.LavaFishingHook,{$CommonItemTooltip.LavaFishing}
Items.ItemTooltip.TeleportationPylonJungle,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonPurity,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonHallow,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonUnderground,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonOcean,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonDesert,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonSnow,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.TeleportationPylonMushroom,{$CommonItemTooltip.TeleportationPylon}
Items.ItemTooltip.RockGolemBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.RockGolem}
Items.ItemTooltip.BloodMummyBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BloodMummy}
Items.ItemTooltip.SporeSkeletonBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SporeSkeleton}
Items.ItemTooltip.SporeBatBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.SporeBat}
Items.ItemTooltip.LarvaeAntlionBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.LarvaeAntlion}
Items.ItemTooltip.CrimsonBunnyBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.CrimsonBunny}
Items.ItemTooltip.CrimsonGoldfishBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.CrimsonGoldfish}
Items.ItemTooltip.CrimsonPenguinBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.CrimsonPenguin}
Items.ItemTooltip.BigMimicCorruptionBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BigMimicCorruption}
Items.ItemTooltip.BigMimicCrimsonBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BigMimicCrimson}
Items.ItemTooltip.BigMimicHallowBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.BigMimicHallow}
Items.ItemTooltip.MossHornetBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.MossHornet}
Items.ItemTooltip.WanderingEyeBanner,{$CommonItemTooltip.BannerBonus}{$NPCName.WanderingEye}
Items.ItemTooltip.CreativeWings,{$CommonItemTooltip.FlightAndSlowfall}
Items.ItemTooltip.RainbowWings,"{$CommonItemTooltip.FlightAndSlowfall}
{$CommonItemTooltip.PressUpToBooster}"
Items.ItemTooltip.LongRainbowTrailWings,"{$CommonItemTooltip.FlightAndSlowfall}
{$CommonItemTooltip.PressDownToHover}
{$CommonItemTooltip.PressUpToBooster}
“你懂得越多”"
Items.ItemTooltip.PaintingOfALass,{$PaintingArtist.Lazure}
Items.ItemTooltip.DarkSideHallow,{$PaintingArtist.Lazure}
Items.ItemTooltip.BoneWhip,"使召唤的仆从增加7点伤害
{$CommonItemTooltip.Whips}
对抗多个目标时，比大多数鞭子表现更好
“这是第十一个”"
Items.ItemTooltip.CapricornChestplate,"具有如同玻璃的防护性！
概念设计：R-MK"
Items.ItemTooltip.CapricornLegs,"你现在可以穿鞋了！也许吧！
<right>可变身
概念设计：R-MK"
Items.ItemTooltip.CapricornMask,"充分体现星星的威严，闪亮！
概念设计：R-MK"
Items.ItemTooltip.CapricornTail,"很遗憾，不提供游泳能力
<right>可变身
概念设计：R-MK"
Items.ItemTooltip.CrystalNinjaLeggings,"移动速度提高20%
近战速度提高10%"
Items.ItemTooltip.DD2GoblinBanner,{$CommonItemTooltip.BannerBonusReduced}{$NPCName.DD2GoblinT1}
Items.ItemTooltip.FlinxStaff,召唤小雪怪来为你战斗
Items.ItemTooltip.FloretProtectorHelmet,"当宇宙射线穿透星云时，那奇妙的光芒...
概念设计：yikescloud"
Items.ItemTooltip.FloretProtectorLegs,"我是一只鸭，嘎嘎嘎
概念设计：yikescloud"
Items.ItemTooltip.ForestTroll,{$PaintingArtist.Myhre}
Items.ItemTooltip.MoltenGreaves,近战速度提高7%
Items.ItemTooltip.MoltenHelmet,近战暴击率增加7%
Items.ItemTooltip.ObsidianShirt,仆从数量上限提高1个
Items.ItemTooltip.PlaguebringerChestplate,"谁能想到一个编织瘟疫的世界终结者居然有这么好的时尚品味呢？
概念设计：SodaHunter"
Items.ItemTooltip.PlaguebringerGreaves,"这双靴子“见过”太多恐怖了，或者可以说踩过太多恐怖了。
概念设计：SodaHunter"
Items.ItemTooltip.PlaguebringerHelmet,"由100%纯正阿罕卡拉制成，值得信赖！
概念设计：SodaHunter"
Items.ItemTooltip.RabbitOrder,看似一只兔兔，实际也是一只兔兔
Items.ItemTooltip.RainbowCursor,可让你的鼠标光标具有不断变化的彩虹色
Items.ItemTooltip.RoninHat,"你最忠实的旅伴。这个发光球柔软而热情。
概念设计：crowflux"
Items.ItemTooltip.RoninPants,"它不断提醒你，通往山顶的路不止一条。
概念设计：crowflux"
Items.ItemTooltip.RoninShirt,"古老得令人难以置信，然而异乎寻常地耐用。天知道它为了找到你旅行了多久。
概念设计：crowflux"
Items.ItemTooltip.TerrasparkBoots,"可飞行、飞速奔跑，并额外提供冰上移动能力
移动速度提高8%
可让人在水、蜂蜜和熔岩上行走
对火块免疫并在7秒内对熔岩免疫
减少因触碰熔岩而受到的伤害"
Items.ItemTooltip.TimelessTravelerBottom,"...已经过去了千年万年！
概念设计：DisRicardo"
Items.ItemTooltip.TimelessTravelerHood,"愿时间自己有一双温柔的手
“为继续旅行之人指引方向...”
概念设计：DisRicardo"
Items.ItemTooltip.TimelessTravelerRobe,"...尽管旅程早已结束...
概念设计：DisRicardo"
Items.ItemTooltip.TVHeadMask,"你看不见屏幕背后的我，我是半人半机器...
概念设计：Dr.Zootsuit"
Items.ItemTooltip.TVHeadPants,"我选不出来…皮革还是麂皮？
概念设计：Dr.Zootsuit"
Items.ItemTooltip.TVHeadSuit,"生意可能有多糟糕？
概念设计：Dr.Zootsuit"
Items.ItemTooltip.AccentSlab,"一种石板变体，能以不同方式与附近的物块合并
深受先进建筑工青睐"
Items.ItemTooltip.Ale,"{$CommonItemTooltip.TipsyStats}
“干杯！”"
Items.ItemTooltip.AmphibianBoots,"穿戴者可飞速奔跑
提高跳跃速度，并允许自动跳跃
增加坠落阻力"
Items.ItemTooltip.AncientChisel,"采矿速度提高25%
“古老的问题还需古老的解决方法”"
Items.ItemTooltip.AncientHallowedGreaves,"伤害增加7%
移动速度提高8%"
Items.ItemTooltip.AncientHallowedHeadgear,"最大魔力值增加100
魔法伤害和暴击率各增加12%"
Items.ItemTooltip.AncientHallowedHelmet,"远程伤害增加15%
远程暴击率增加8%"
Items.ItemTooltip.DD2KoboldFlyerBanner,{$CommonItemTooltip.BannerBonusReduced}{$NPCName.DD2KoboldFlyerT2}
Items.ItemTooltip.AncientHallowedMask,"近战伤害和暴击率各增加10%
近战速度提高10%"
Items.ItemTooltip.AncientHallowedPlateMail,暴击率增加7%
Items.ItemTooltip.AndrewSphinx,{$PaintingArtist.UnitOne}（已恢复）
Items.ItemTooltip.AntiPortalBlock,不能在这些物块表面创建传送门
Items.ItemTooltip.ApplePie,"{$CommonItemTooltip.MajorStats}
“没有什么比苹果馅饼更具泰拉瑞亚特色了。”"
Items.ItemTooltip.ApplePieSlice,"{$CommonItemTooltip.MediumStats}
“嗯…馅饼。”"
Items.ItemTooltip.ArrowSign,<right>可改变方向
Items.ItemTooltip.BabyBirdStaff,召唤雀宝宝来为你战斗
Items.ItemTooltip.BadgersHat,"你的绿屏好像有问题
“非常适合冒充游戏主播！”"
Items.ItemTooltip.BallOfFuseWire,"召唤雷管小猫
“它就像纱线，但更惊险刺激！”"
Items.ItemTooltip.BambooLeaf,召唤小熊猫宝宝
Items.ItemTooltip.BananaSplit,"{$CommonItemTooltip.MediumStats}
“做成香蕉，然后剖开！”"
Items.ItemTooltip.BBQRibs,"{$CommonItemTooltip.MajorStats}
“烤至金黄！”"
Items.ItemTooltip.BedazzledNectar,"召唤宠物蝴蝶
“只要最好、最精致的花肥！”"
Items.ItemTooltip.BirdieRattle,"召唤鸟妖宝宝
“不是针对你的普通鹦鹉”"
Items.ItemTooltip.BlandWhip,"4点召唤标记伤害
{$CommonItemTooltip.Whips}
“该死的怪物！”"
Items.ItemTooltip.BloodFishingRod,在血月期间钓到敌人的几率增加
Items.ItemTooltip.BloodMoonStarter,"召唤血月
“诅咒之夜太可怕了。”"
Items.ItemTooltip.BloodRainBow,"鲜血从天而降
“血腥统治”"
Items.ItemTooltip.BottomlessLavaBucket,"含有无限多的熔岩
可以倒出"
Items.ItemTooltip.BrainOfCthulhuPetItem,"召唤蜘蛛脑
“腌制和萎缩后，这个大脑再也不能伤害你。”"
Items.ItemTooltip.BreakerBlade,对未受伤的敌人造成更多伤害
Items.ItemTooltip.BugNet,用来捕捉小动物
Items.ItemTooltip.BunnyStew,"{$CommonItemTooltip.MinorStats}
“这只兔兔的好运到头了。”"
Items.ItemTooltip.Burger,"{$CommonItemTooltip.MajorStats}
“…等等！是99美分。”"
Items.ItemTooltip.CarbonGuitar,"可演奏的乐器
“这些小过门很劲爆”"
Items.ItemTooltip.CatBast,当放在附近时，防御力增加5点
Items.ItemTooltip.CelestialWand,召唤埃斯蒂
Items.ItemTooltip.ChickenNugget,"{$CommonItemTooltip.MediumStats}
“警告：可能会有树妖。”"
Items.ItemTooltip.ChippysCouch,"你…好，泰拉瑞亚的热心人！
“非常适合像游戏主播之类的人休息！”"
Items.ItemTooltip.ChocolateChipCookie,"{$CommonItemTooltip.MediumStats}
“新鲜出炉”"
Items.ItemTooltip.ChumBucket,"扔入水中最多3次可提高渔力
“浮游生物！”"
Items.ItemTooltip.Cloud,防止掉落伤害
Items.ItemTooltip.ClusterRocketI,不会摧毁图格
Items.ItemTooltip.ClusterRocketII,会摧毁图格
Items.ItemTooltip.CoffeeCup,"{$CommonItemTooltip.MediumStats}
“你好，黑暗，我的老朋友”"
Items.ItemTooltip.CombatBook,"增强所有村民的防御力和力量
“含有攻防战斗技能”"
Items.ItemTooltip.CoralCampfire,靠近篝火时生命再生提速
Items.ItemTooltip.CoralTorch,可放置在水中
Items.ItemTooltip.CorruptCampfire,靠近篝火时生命再生提速
Items.ItemTooltip.CrackedBlueBrick,踩上时可能会裂开
Items.ItemTooltip.CrackedGreenBrick,踩上时可能会裂开
Items.ItemTooltip.CrackedPinkBrick,踩上时可能会裂开
Items.ItemTooltip.CreamSoda,"{$CommonItemTooltip.MediumStats}
“好多泡沫！”"
Items.ItemTooltip.CrimsonCampfire,靠近篝火时生命再生提速
Items.ItemTooltip.CritterShampoo,给仆从染色
Items.ItemTooltip.CrystalDart,在敌人之间弹来弹去
Items.ItemTooltip.CursedDart,掉落诅咒焰在地上
Items.ItemTooltip.DarkHorseSaddle,召唤可骑乘的黑马坐骑
Items.ItemTooltip.DarkMageBookMountItem,"召唤魔法巨著坐骑
“据说是一本会听命于其持有者的书。”"
Items.ItemTooltip.DD2OgrePetItem,"召唤食人魔宝宝
“除了摔东西，其他什么都不会。”"
Items.ItemTooltip.DeadlySphereStaff,召唤致命球来为你战斗
Items.ItemTooltip.DeadMansChest,打开时激活
Items.ItemTooltip.DefendersForge,"可用来储存你的物品
储存的物品只有你能使用"
Items.ItemTooltip.DemonConch,"仔细听，你会听到尖叫声
“小心”"
Items.ItemTooltip.DesertCampfire,靠近篝火时生命再生提速
Items.ItemTooltip.LunarRustBrick,{$CommonItemTooltip.LuminiteVariant}
Items.ItemTooltip.DiggingMoleMinecart,"如果使用矿车轨道，会挖穿石块并铺设新轨道
只在地下挖掘"
Items.ItemTooltip.DirtBomb,会扩散尘土的小炸弹
Items.ItemTooltip.DirtStickyBomb,会扩散尘土的小炸弹
Items.ItemTooltip.DrumStick,"放在鼓组旁，可使用
“咖啡很浓…也很粗俗”"
Items.ItemTooltip.DryBomb,会吸收液体的小炸弹
Items.ItemTooltip.DryRocket,碰撞时吸收液体
Items.ItemTooltip.DukeFishronPetItem,"召唤小猪龙鱼
“卤得好极了。”"
Items.ItemTooltip.DungeonDesertKey,打开地牢中的沙漠箱
Items.ItemTooltip.EaterOfWorldsPetItem,"召唤蠕虫吞噬怪
“能给你带来蠕虫！”"
Items.ItemTooltip.EchoBlock,只有使用回声镜才能看到
Items.ItemTooltip.EmpressBlade,召唤附魔剑为你而战
Items.ItemTooltip.EmpressFlightBooster,"带来无限翅翼和飞行火箭靴
提高飞行和跳跃能力"
Items.ItemTooltip.EmptyBucket,可用来舀起少量液体
Items.ItemTooltip.DarkCelestialBrick,{$CommonItemTooltip.LuminiteVariant}
Items.ItemTooltip.Escargot,"{$CommonItemTooltip.MediumStats}
“看那只食用蜗牛！”"
Items.ItemTooltip.EucaluptusSap,召唤宠物蜜袋鼯
Items.ItemTooltip.EverscreamPetItem,"召唤常绿尖叫怪树苗
“一闪一闪亮晶晶！”"
Items.ItemTooltip.ExoticEasternChewToy,"召唤耳廓狐
“它会发出96千赫的吱吱声！”"
Items.ItemTooltip.EyeOfCthulhuPetItem,"召唤可疑眼睛
“似乎已经面目全非。”"
Items.ItemTooltip.FairyBoots,"可飞行
穿戴者可飞速奔跑
你走过的草地上会生长花朵"
Items.ItemTooltip.FairyGlowstick,"被扔出后会盘旋
弄湿后有效"
Items.ItemTooltip.FairyQueenPetItem,"召唤仙灵公主提供照明
“一种发光宝石，里面住着强大的仙灵。”"
Items.ItemTooltip.FireWhip,"{$CommonItemTooltip.Whips}
用烈焰能量打击敌人
烈焰能量在敌人被召唤物击中时会爆炸"
Items.ItemTooltip.FishMinecart,"允许快速在水中行走
“干掉它”"
Items.ItemTooltip.FlameWaderBoots,"可让人在水、蜂蜜和熔岩上行走
对火块免疫并在7秒内对熔岩免疫"
